Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,43
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,18
TURMA JULG. CRIM. JUIZADOS ESP. COMARCA GOIÂNIA-GO,1
