origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,699
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,8
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,2
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.AMAZONAS E RORAIMA,1
