Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,6
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,4
TURMA RECURSAL DOS JUIZADOS ESPECIAIS DE RORAIMA,1
