origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,94
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,8
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,3
