origem,processos
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,122
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,58
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,26
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,16
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 2º REGIÃO,2
TURMA NACIONAL DE UNIFORMIZAÇÃO DOS JUIZADOS ESPECIAIS FEDERAIS DA 2º REGIÃO,1
