origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,66
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,38
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,2
