origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,189
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,129
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.ESPÍRITO SANTO,42
COLEGIO REC.DOS JUIZADOS ESP.CIVEIS/ES,37
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,12
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.SANTA CATARINA,1
