origem,processos
COLEGIO REC.DOS JUIZADOS ESP.CIVEIS/ES,3
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,3
COLÉGIO REC.DOS JUIZADOS ESP. DE PEQ. CAUSAS/GO,1
