origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,12
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,8
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
