origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,130
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.SERGIPE,29
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,4
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 5º REGIÃO,1
