Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,989
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.BAHIA,638
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,29
COLEGIADO REC. JUIZADOS ESP. DO ESTADO DA BAHIA,6
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,1
