nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DE RR,6,5,6,11,23,55,80,349,194,111
UNIÃO,59,28,33,14,16,18,71,172,29,14
MIN PUB FED,2,0,4,6,14,12,21,153,18,8
FUNDAÇÃO NACIONAL DO ÍNDIO-FUNAI,0,0,0,0,0,2,20,116,9,0
MUN DE PACARAIMA,0,0,0,0,0,2,1,127,0,4
SINDSEPRR,56,19,29,7,4,0,0,0,0,0
CEF,5,19,24,52,2,1,0,3,0,0
ME,0,0,0,0,0,0,0,36,4,6
UNIÃO FED,46,0,0,0,0,0,0,0,0,0
SINTRAS-RR,33,5,3,2,2,0,0,0,0,0
