nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DE SE,52,40,98,157,89,95,157,311,200,106
INSS,12,7,14,105,97,51,567,182,41,5
UNIÃO,31,40,25,129,118,60,124,120,137,95
ENERGIPE,10,22,101,106,14,24,46,43,12,17
CEF,103,9,10,41,120,64,11,6,7,6
DNOCS,1,2,0,2,3,4,6,3,158,0
BANCO DO BRASIL SA,4,8,30,39,9,6,7,9,4,3
MUN DE ARACAJU,6,1,7,10,6,12,15,7,8,9
MIN PUB DO EST DE SE,0,0,7,4,3,12,18,13,15,7
BANCO DO NORDESTE DO BRASIL SA,2,1,0,17,4,7,11,16,8,12
