origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,60
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,10
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.GOIAS,3
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
TURMA JULG. CRIM. JUIZADOS ESP. COMARCA GOIÂNIA-GO,1
