origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,32
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,17
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,1
