Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,37
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.MATO GROSSO,20
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,12
3ª TURMA REC.CIVEL DOS JUIZ.ESPECIAIS DE CUIABA,1
2ª TURMA REC.CIVELDOS JUIZ.ESP.DE CUIABA/MT,1
