Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1852
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,704
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,23
CONS REC. DOS JUIZADOS ESP. CIVEIS E CRIMINAIS,17
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,4
JUIZADOS ESPECIAIS CIVEIS E CRIMINAIS DE MANAUS/AM,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 2º REGIÃO,1
