origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,10
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.PIAUI,1
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,1
