Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,14
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,8
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.ALAGOAS,3
