Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,443
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,9
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.ALAGOAS,1
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
