origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,488
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,24
JUIZADO ESPECIAL CÍVEL DE DEFESA DO CONSUMIDOR,5
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,1
