origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,109
TURMA REC. JUIZADO ESP. CAUSAS CÍVEIS - CHAPECÓ/SC,2
JUIZADO ESPECIAL CÍVEL DE DEFESA DO CONSUMIDOR,1
