origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,185
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,28
2ª TURMA REC. DOS JUIZADOS ESP. CIVEIS E CRIM./DF,3
1ª TURMA REC. DOS JUIZADOS ESP. CIVEIS E CRIM./DF,3
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,2
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.DISTRITO FEDERAL ,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
