origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,160
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,55
JUIZADO ESPECIAL CRIMINAL DE BELO HORIZONTE/MG,2
1ª TURMA REC. DOS JUIZADOS ESP. CIVEIS E CRIM./DF,1
