"area","processos"
"Processual penal","1145"
"Do trabalho","10814"
"Internacional","4"
"Eleitoral e processo eleitoral","130"
"Previdenciário","1283"
"Processual civil e do trabalho","2590"
"Da criança e do adolescente","4"
"Tributário","4815"
"Do consumidor","166"
"Registros públicos","4"
"Penal","276"
"Civil","852"
"Administrativo/público (outras)","7757"
"Marítimo","0"
