"uf","processos"
AC,1294
AL,6156
AM,1433
AP,190
BA,4664
CE,12011
DF,14017
ES,2607
GO,4707
MA,1272
MG,28302
MS,2974
MT,2411
PA,1685
PB,4844
PE,11123
PI,1383
PR,12046
RJ,34616
RN,4909
RO,1502
RR,361
RS,59401
SC,12437
SE,2072
SP,66709
TO,606
