Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,182
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,39
COLEGIO REC.DOS JUIZADOS ESP.CIVEIS/ES,11
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.ESPÍRITO SANTO,9
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,8
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 2º REGIÃO,1
