Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,25
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,19
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,7
COLEGIO REC.DOS JUIZADOS ESP.CIVEIS/ES,1
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1
