Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,87
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,81
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,6
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
