origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,362
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,59
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
