origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,2579
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,31
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,2
