origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1170
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,239
TURMA REC. ÚNICA JUIZADOS ESP. CIV. E CRIM. PARANÁ,26
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,13
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,8
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
2ª TURMA REC.CIV.DOS JUIZ.ESP.ESTADO MATO GROSSO,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 4º REGIÃO,1
