Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,231
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,7
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 5º REGIÃO,1
