Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,59
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,51
JUIZADO DE PEQUENAS CAUSAS,2
