Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,15
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,11
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,3
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.AMAZONAS E RORAIMA,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
