Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,26
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,9
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
