origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,12
2ª TURMA REC.DOS JUIZ.ESP.CIV. E CRIM.DE NATAL/RN,7
JUIZADOS ESPECIAIS CÍVEIS E CRIMINAIS - RN,6
1ª TURMA REC.JUIZ.ESP.CIV.E CRIMINAIS COM.DE NATAL,4
JUIZADOS ESP. CIV.E CRIMINAIS  DA COMARCA DE NATAL,3
