Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,161
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,97
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,68
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 4º REGIÃO,67
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,29
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.RIO GRANDE DO SUL,1
