origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,13
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,4
JUIZADO ESPECIAL CRIMINAL DE BELO HORIZONTE/MG,1
