"uf","processos"
"SP","16311"
"RS","15135"
"RJ","9349"
"MG","20864"
"PR","10368"
"SC","7008"
"DF","4389"
"PE","734"
"BA","2153"
"CE","1103"
"RN","1367"
"PB","878"
"GO","562"
"AL","719"
"ES","641"
"MS","327"
"AM","514"
"PA","844"
"MT","446"
"SE","206"
"MA","589"
"RO","140"
"PI","226"
"AC","93"
"RR","74"
"TO","49"
"AP","131"
