SIG_PROCEDENCIA,DSC_ASSUNTO_COMPLETO,count(ASSUNTO_PROCESSO.SEQ_ASSUNTO_PROCESSO)
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CND/CERTIDãO NEGATIVA DE DéBITO | CERTIFICADO DE REGULARIDADE - FGTS ",2
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CND/CERTIDãO NEGATIVA DE DéBITO | EXPEDIçãO DE CERTIDãO POSITIVA DE DéBITO COM EFEITO DE NEGATIVA ",2
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CND/CERTIDãO NEGATIVA DE DéBITO | EXPEDIçãO DE CND ",2
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CREDITAMENTO ",276
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CRéDITO PRêMIO ",115
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CRéDITO PRESUMIDO ",20
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | DENúNCIA ESPONTâNEA ",23
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO ",20
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | COMPENSAçãO ",856
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | COMPENSAçãO COM APóLICES DA DíVIDA PúBLICA ",6
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | DECADêNCIA ",24
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | DECADêNCIA | CONSTITUCIONALIDADE DO ARTIGO 45 DA LEI 8212/91 ",9
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO ",198
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | CONSTITUCIONALIDADE DO ARTIGO 46 DA LEI 8212/91 ",7
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | CONSTITUCIONALIDADE DO ARTIGO 4º DA LC 118/05 ",27
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | DECRETAçãO DE OFíCIO ",4
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | INTERRUPçãO ",4
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | INTERRUPçãO | DESPACHO DE CITAçãO ",9
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | SUSPENSãO ",9
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | PRESCRIçãO | SUSPENSãO | ARQUIVAMENTO ADMINISTRATIVO - CRéDITO DE PEQUENO VALOR ",21
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | EXTINçãO DO CRéDITO TRIBUTáRIO | TDA/TíTULOS DA DíVIDA AGRáRIA ",4
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | FATO GERADOR/INCIDêNCIA ",772
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | INCENTIVOS FISCAIS ",24
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | JUROS/CORREçãO MONETáRIA ",839
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | LANçAMENTO ",72
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | PRAZO DE RECOLHIMENTO ",153
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | REPETIçãO DE INDéBITO ",215
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | SUSPENSãO DA EXIGIBILIDADE ",31
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | SUSPENSãO DA EXIGIBILIDADE | DEPóSITO JUDICIAL ",13
PR,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | SUSPENSãO DA EXIGIBILIDADE | PARCELAMENTO ",62
PR,"DIREITO TRIBUTÁRIO | DíVIDA ATIVA ",259
PR,"DIREITO TRIBUTÁRIO | DíVIDA ATIVA | AUSêNCIA DE COBRANçA ADMINISTRATIVA PRéVIA ",1
PR,"DIREITO TRIBUTÁRIO | DíVIDA ATIVA | COBRANçA DE MULTA MORATóRIA DE MASSA FALIDA ",4
PR,"DIREITO TRIBUTÁRIO | EMPRéSTIMOS COMPULSóRIOS ",2
PR,"DIREITO TRIBUTÁRIO | EMPRéSTIMOS COMPULSóRIOS | AQUISIçãO DE COMBUSTíVEIS ",627
PR,"DIREITO TRIBUTÁRIO | EMPRéSTIMOS COMPULSóRIOS | AQUISIçãO DE VEíCULOS AUTOMOTORES ",18
PR,"DIREITO TRIBUTÁRIO | EMPRéSTIMOS COMPULSóRIOS | ENERGIA ELéTRICA ",428
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS ",10
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAçãO DE MERCADORIAS ",1253
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAçãO DE MERCADORIAS | ICMS / INCIDêNCIA SOBRE O ATIVO FIXO ",42
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAçãO DE MERCADORIAS | ICMS/IMPORTAçãO ",46
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAçãO DE MERCADORIAS | NAO CUMULATIVIDADE ",25
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IE/ IMPOSTO SOBRE EXPORTAçãO ",15
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | II/ IMPOSTO SOBRE IMPORTAçãO ",88
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | II/ IMPOSTO SOBRE IMPORTAçãO | IMPORTAçãO DE BENS USADOS ",1
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IOC/IOF IMPOSTO SOBRE OPERAçõES DE CRéDITO, CâMBIO E SEGURO, OU RELATIVAS A TíTULOS OU VALORES MOBILIáRIOS ",57
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IOC/IOF IMPOSTO SOBRE OPERAçõES DE CRéDITO, CâMBIO E SEGURO, OU RELATIVAS A TíTULOS OU VALORES MOBILIáRIOS | INCIDêNCIA SOBRE AçõES DE COMPANHIAS ABERTAS ",2
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPI/ IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS ",1006
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPI/ IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS | INCIDêNCIA SOBRE DESCONTO INCONDICIONAL ",2
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPI/ IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS | NãO CUMULATIVIDADE ",36
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPI/ IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS | PRINCíPIO DA SELETIVIDADE ",5
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPMF - IMPOSTO PROVISóRIO SOBRE MOVIMENTAçãO FINANCEIRA ",6
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPTU/ IMPOSTO PREDIAL E TERRITORIAL URBANO ",786
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IPVA - IMPOSTO SOBRE PROPRIEDADE DE VEíCULOS AUTOMOTORES ",13
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA ",90
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | CORREçãO DA TABELA ",10
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA DECORRENTE DE DESLIGAMENTO DE PLANO DE PREVIDêNCIA PRIVADA ",1
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA DECORRENTE DE LIQUIDAçãO DE ENTIDADE DE PREVIDêNCIA PRIVADA ",2
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE 1/3 DE FéRIAS (ART. 7º, XVII DA CF) ",1
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE ABONO DE PERMANêNCIA ",2
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE APLICAçõES FINANCEIRAS ",1
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE APOSENTADORIA ",12
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE FéRIAS COMPENSADAS ",3
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE HORA EXTRA ",1
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE LICENçA-PRêMIO/ABONO/INDENIZAçãO ",18
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE PDV ",3
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE PROVENTOS DE PREVIDêNCIA PRIVADA ",12
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | RETIDO NA FONTE ",24
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA ",485
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | COMPENSAçãO DE PREJUíZOS ",165
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | COOPERATIVA ",5
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | DEMONSTRAçõES FINANCEIRAS (DCTF) ",169
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | INCIDêNCIA SOBRE APLICAçõES FINANCEIRAS ",5
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | INCIDêNCIA SOBRE LUCRO ",188
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | MICROEMPRESA ",3
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA | RETIDO NA FONTE ",13
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ISS/ IMPOSTO SOBRE SERVIçOS ",328
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ITBI - IMPOSTO DE TRANSMISSãO INTERVIVOS DE BENS MóVEIS E IMóVEIS ",9
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ITCD - IMPOSTO DE TRANSMISSãO CAUSA MORTIS ",9
PR,"DIREITO TRIBUTÁRIO | IMPOSTOS | ITR/ IMPOSTO TERRITORIAL RURAL ",17
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR ",13
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | COMPETêNCIA TRIBUTáRIA ",24
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | IMUNIDADE  ",255
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | IMUNIDADE  | ENTIDADES SEM FINS LUCRATIVOS ",90
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | IMUNIDADE  | IMUNIDADE RECíPROCA ",80
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | IMUNIDADE  | LIVROS / JORNAIS / PERIóDICOS ",15
PR,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | ISENçãO ",922
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA ",5
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | CNPJ/CADASTRO NACIONAL DE PESSOAS JURíDICAS ",2
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | DIMOB/DECLARAçãO DE INFORMAçõES SOBRE ATIVIDADES IMOBILíáRIAS ",1
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | OBRIGAçãO ACESSóRIA ",5
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | RESPONSABILIDADE TRIBUTáRIA ",26
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | RESPONSABILIDADE TRIBUTáRIA | RESPONSABILIDADE TRIBUTáRIA DO SóCIO-GERENTE (ART. 135 III DO CTN) ",129
PR,"DIREITO TRIBUTÁRIO | OBRIGAçãO TRIBUTáRIA | RESPONSABILIDADE TRIBUTáRIA | SUBSTITUIçãO TRIBUTáRIA ",161
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS ",39
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | AUTORIZAçãO PARA IMPRESSãO DE DOCUMENTOS FISCAIS - AIDF ",3
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | CADASTRO DE INADIMPLENTES - CADIN ",18
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | LEVANTAMENTO DE DEPóSITO ",5
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | LIBERAçãO DE MERCADORIAS ",4
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | LIBERAçãO DE VEíCULO APREENDIDO ",3
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | PERDIMENTO DE BENS ",21
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | QUEBRA DE SIGILO BANCáRIO ",41
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | SIGILO FISCAL ",6
PR,"DIREITO TRIBUTÁRIO | PROCEDIMENTOS FISCAIS | SIGILO FISCAL | UTILIZAçãO DE DADOS RELATIVOS à CPMF PARA FINS DE FISCALIZAçãO ",12
PR,"DIREITO TRIBUTÁRIO | PROCESSO ADMINISTRATIVO FISCAL ",49
PR,"DIREITO TRIBUTÁRIO | PROCESSO ADMINISTRATIVO FISCAL | ARROLAMENTO DE BENS ",2
PR,"DIREITO TRIBUTÁRIO | PROCESSO ADMINISTRATIVO FISCAL | DEPóSITO PRéVIO AO RECURSO ADMINISTRATIVO ",76
PR,"DIREITO TRIBUTÁRIO | REGIMES ESPECIAIS DE TRIBUTAçãO ",9
PR,"DIREITO TRIBUTÁRIO | REGIMES ESPECIAIS DE TRIBUTAçãO | PAES/PARCELAMENTO ESPECIAL ",2
PR,"DIREITO TRIBUTÁRIO | REGIMES ESPECIAIS DE TRIBUTAçãO | REFIS/PROGRAMA DE RECUPERAçãO FISCAL ",36
PR,"DIREITO TRIBUTÁRIO | REGIMES ESPECIAIS DE TRIBUTAçãO | SIMPLES ",78
PR,"DIREITO TRIBUTÁRIO | REGIMES ESPECIAIS DE TRIBUTAçãO | SUPER SIMPLES ",1
PR,"DIREITO TRIBUTÁRIO | TAXAS ",168
PR,"DIREITO TRIBUTÁRIO | TAXAS | ESTADUAIS ",5
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS ",4
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS | TAXA DE FISCALIZAçãO AMBIENTAL ",33
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS | TAXA DE FISCALIZAçãO DA COMISSãO DE VALORES MOBILIáRIOS ",3
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS | TAXA DE GUIA DE IMPORTAçãO ",24
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS | TAXA DE LICENçA DE IMPORTAçãO ",244
PR,"DIREITO TRIBUTÁRIO | TAXAS | FEDERAIS | TAXA DE MELHORAMENTO DE PORTOS ",1
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS ",33
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS | TAXA DE COLETA DE LIXO ",54
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS | TAXA DE ILUMINAçãO PúBLICA ",29
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS | TAXA DE LICENCIAMENTO DE ESTABELECIMENTO ",11
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS | TAXA DE LIMPEZA PúBLICA ",29
PR,"DIREITO TRIBUTÁRIO | TAXAS | MUNICIPAIS | TAXA DE PREVENçãO E COMBATE A INCêNDIO ",24
PR,"DIREITO TRIBUTÁRIO |GATT - ACORDO GERAL SOBRE TARIFAS E COMéRCIO",4
PR,"REGISTROS PÚBLICOS",1
PR,"REGISTROS PÚBLICOS | REGISTRO CIVIL DAS PESSOAS NATURAIS ",6
PR,"REGISTROS PÚBLICOS | REGISTRO CIVIL DAS PESSOAS NATURAIS | RETIFICAçãO DE NOME  ",2
PR,"REGISTROS PÚBLICOS | REGISTRO DE IMóVEIS ",14
PR,"REGISTROS PÚBLICOS | REGISTRO DE IMóVEIS | CANCELAMENTO DE HIPOTECA ",3
PR,"REGISTROS PÚBLICOS | TABELIONATO DE PROTESTOS DE TíTULOS ",1
PR,"REGISTROS PÚBLICOS | TABELIONATO DE PROTESTOS DE TíTULOS | CANCELAMENTO DE PROTESTO ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",11
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS ",18
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | GOVERNADOR | INDISPONIBILIDADE DE BENS ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | GOVERNADOR | REMUNERAçãO ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA ",32
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | AFASTAMENTO ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | APOSENTADORIA ",20
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | PROMOçãO ",7
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | QUINTO CONSTITUCIONAL ",4
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | REMOçãO ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | REMUNERAçãO ",28
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MINISTéRIO PúBLICO ",84
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MINISTéRIO PúBLICO | PROMOçãO ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MINISTéRIO PúBLICO | REMUNERAçãO ",8
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES ",30
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | AFASTAMENTO DO CARGO ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | APOSENTADORIA / PENSãO ESPECIAL ",7
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | PRESTAçãO DE CONTAS ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | REMUNERAçãO ",6
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | REMUNERAçãO | VERBA DE REPRESENTAçãO ",1
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PREFEITO ",34
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PREFEITO | AFASTAMENTO DO CARGO ",8
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PREFEITO | PRESTAçãO DE CONTAS ",4
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PREFEITO | REMUNERAçãO ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS ",172
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | ABUSO DE PODER ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | ATO LESIVO AO PATRIMôNIO ARTíSTICO, ESTéTICO, HISTóRICO OU TURíSTICO ",16
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAçãO ",50
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAçãO | COMPETêNCIA DO ÓRGãO FISCALIZADOR ",14
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAçãO | EXPORTAçãO/VEDAçõES ",12
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAçãO | SEGURANçA E MEDICINA DO TRABALHO ",6
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA ",100
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA | DANO AO ERáRIO ",24
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA | ENRIQUECIMENTO ILíCITO ",3
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA | VIOLAçãO AOS PRINCíPIOS ADMINISTRATIVOS ",8
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INFRAçãO ADMINISTRATIVA ",24
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INFRAçãO ADMINISTRATIVA | APREENSãO ",8
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INFRAçãO ADMINISTRATIVA | INTERDIçãO ",20
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INFRAçãO ADMINISTRATIVA | MULTAS E DEMAIS SANçõES ",416
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUéRITO / PROCESSO / RECURSO ADMINISTRATIVO ",140
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS ",44
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS | COMERCIALIZAçãO E/OU UTILIZAçãO SEM RESTRIçõES DE MEDICAMENTOS ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS | COMERCIALIZAçãO SEM RESTRIçõES DE PRODUTOS INDUSTRIALIZADOS ",2
RJ,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS | DECLARAçãO DE TRâNSITO ADUANEIRO ",1
