origem,processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,5
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,3
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,1
