origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,142
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,32
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,5
TURMA JULG.DO JUIZ.ESP.CIVEL DA COM.DE GURUPI/TO,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
