origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,97
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,96
JUIZADOS ESPECIAIS CIVEIS E CRIMINAIS DE MANAUS/AM,1
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.MATO GROSSO DO SUL,1
