origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,167
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,38
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,6
JUIZADO ESPECIAL CRIMINAL DE BELO HORIZONTE/MG,3
JUIZADO ESPECIAL CRIM. DA COM.DE BELO HORIZONTE,1
