origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,355
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,118
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,45
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,21
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,10
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,4
JUIZADO ESPECIAL CRIMINAL DE BELO HORIZONTE/MG,1
