origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,138
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,8
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,5
JUIZADO DE PEQUENAS CAUSAS,2
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,2
TURMA REC DO JUIZADO ESPECIAL CÍVEL DE UBERLÂNDIA,1
