origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,421
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.SANTA CATARINA,60
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,54
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,2
JUIZADOS ESPECIAIS (ART.98 DA C.F.),2
