Origem,Num. de Processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,7
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,3
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1
