Origem,Num. de Processos
COL. REC. JUIZADO ESP. CÍVEL DE CAMPO GRANDE - MS,2
COLÉGIO REC.DOS JUIZADOS ESP. DE PEQ. CAUSAS/GO,2
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,1
