Origem,Num. de Processos
2ª TURMA REC. M. DOS JUIZADOS ESP. CÍV. E CRIM./MS,18
3ª TURMA REC.MISTA JUIZ.ESP.CÍVEIS.CRIM.DE MS,9
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,2
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,1
