Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,11
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,8
2ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS/PA,8
1ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS/PA,5
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
