"area","processos"
"Administrativo/público (outras)","5669"
"Civil","1937"
"Da criança e do adolescente","8"
"Do consumidor","3763"
"Do trabalho","8089"
"Eleitoral e processo eleitoral","103"
"Internacional","10"
"Marítimo","0"
"Penal","448"
"Previdenciário","3828"
"Processual civil e do trabalho","4858"
"Processual penal","1595"
"Registros públicos","9"
"Tributário","6550"
