"area","processos"
"Administrativo/público (outras)","5349"
"Civil","1176"
"Da criança e do adolescente","16"
"Do consumidor","791"
"Do trabalho","2717"
"Eleitoral e processo eleitoral","38"
"Internacional","46"
"Marítimo","3"
"Penal","483"
"Previdenciário","1671"
"Processual civil e do trabalho","2868"
"Processual penal","1446"
"Registros públicos","8"
"Tributário","2610"
