"area","processos"
"Processual penal","3316"
"Do trabalho","22637"
"Internacional","76"
"Eleitoral e processo eleitoral","135"
"Marítimo","1"
"Previdenciário","16811"
"Processual civil e do trabalho","14696"
"Da criança e do adolescente","37"
"Tributário","28431"
"Do consumidor","3899"
"Registros públicos","28"
"Penal","1285"
"Civil","6781"
"Administrativo/público (outras)","16457"
