Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,42
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,39
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
