Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,79
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,51
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
COLEGIADO REC. JUIZADOS ESP. DO ESTADO DA BAHIA,1
