Origem,Num. de Processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,115
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,10
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,7
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,4
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.BAHIA,3
