Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,70
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,4
TURMA RECURSAL DOS JUIZADOS ESPECIAIS DO ESTADO DO AMAPÁ,1
