Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,33
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,3
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 5º REGIÃO,2
