origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,445
CONS REC. DOS JUIZADOS ESP. CIVEIS E CRIMINAIS,25
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,16
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,11
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,9
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,3
COLEGIO REC.JUIZ.ESP.CIVEIS E CRIMINAIS DO ESTADO ,2
2ª TURMA REC.CIVEIS DOS JUIZ.ESPECIAIS DE CUIABA,1
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,1
