Origem,Num. de Processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,10
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,3
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,3
