origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,5284
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,55
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,13
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.PERNAMBUCO,4
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 5º REGIÃO,1
