origem,processos
1º COLG. RECURSAL DOS JUIZ.ESPECIAIS CIVEIS/PE  ,13
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,11
COLÉGIO REC.DOS JUIZADOS ESP. DE PEQ. CAUSAS/GO,5
